No.,Districts,Provinces,Company Name,Authorized Capital,Asset 61,Asset 62,Asset 63,Asset 64,Rev 61,Rev 62,Rev 63,Rev 64,Profit 61,Profit 62,Profit 63,Profit 64,ROA 61,ROA 62,ROA 63,ROA 64,ROE 61,ROE 62,ROE 63,ROE 64,NP 61,NP 62,NP 63,NP 64,Current 61,Current 62,Current 63,Current 64,Quick 61,Quick 62,Quick 63,Quick 64,A_Tirnover61,A_Tirnover62,A_Tirnover63,A_Tirnover64,DA 61,DA 62,DA 63,DA 64,DE 61,DE 62,DE 63,DE 64
496,ศรีจันทร์,ขอนแก่น,ซันไซน์ดรักส์,"1,000,000.00","504,721.30","77,782.73","24,401.74","688,963.67","2,088,468.39","449,731.67",-,"6,541,583.22","-169,399.10","-177,666.61","-32,000.00","91,894.67",-29.88,-61,-62.63,25.76,-54.88,-131.47,-105.6,152.52,-8.11,-39.5,-,1.4,1.8,2.47,2.42,0.4,-,-,-,-,3.68,1.54,-,18.34,0.56,0.4,0.41,0.85,1.25,0.68,0.71,5.49
497,ศรีจันทร์,ขอนแก่น,ซิตี้เชน,"41,000,000.00","413,576,013.00","387,126,548.00","297,811,507.00","100,146,362.00","264,845,790.00","291,291,261.00","252,586,476.00","152,614,742.00","-27,792,260.00","-27,560,875.00","-25,278,182.00","-186,465,562.00",-6.53,-6.88,-7.38,-93.71,-8.62,-9.35,-9.42,-114.72,-10.49,-9.46,-10.01,-122.18,1.75,1.49,3.26,4.99,69.73,64.74,58.55,42.68,0.62,0.73,0.74,0.77,0.25,0.27,0.14,0.31,0.34,0.38,0.16,0.44
498,ศรีจันทร์,ขอนแก่น,ซียูเอส (1999),"2,000,000.00","14,490,966.28","18,417,987.95","19,596,298.47","20,833,700.32","42,359,009.78","52,689,158.75","44,163,778.58","49,052,323.71","640,727.72","685,633.34","570,496.47","894,887.98",4.1,4.17,3,4.43,7.38,6.96,5.2,7.64,1.51,1.3,1.29,1.82,2.6,4.64,3.85,4.11,18.45,25.42,28.36,27.55,2.71,3.2,2.32,2.43,0.38,0.42,0.43,0.42,0.61,0.72,0.74,0.71
499,ศรีจันทร์,ขอนแก่น,ซุปเปอร์สปอร์ต,"370,000,000.00","6,305,972,337.00","5,107,160,243.00","4,895,991,610.00","4,889,513,911.00","10,340,597,618.00","10,933,825,775.00","8,322,668,026.00","6,967,565,125.00","953,211,512.00","708,337,455.00","-43,960,386.00","-362,565,127.00",16.71,12.41,-0.88,-7.41,21.98,25.9,-6.94,-84.27,9.22,6.48,-0.53,-5.2,3.71,0.88,0.83,0.62,30.2,22.9,16.25,14.03,1.81,1.92,1.66,1.42,0.24,0.87,0.88,0.95,0.31,6.79,7.01,18.64
500,ศรีจันทร์,ขอนแก่น,ซูเลียนขอนแก่นเอเยนซี่เคเคเอ,"1,000,000.00","15,904,588.83","16,332,393.55","16,792,805.07","17,230,991.61","10,217,973.23","8,945,877.18","8,028,512.06","7,907,301.87","445,954.35","427,470.16","362,432.02","335,455.58",2.84,2.65,2.19,1.97,2.85,2.66,2.2,1.99,4.36,4.78,4.51,4.24,86.92,57.35,9.52,7.08,-,-,-,-,0.65,0.56,0.48,0.46,-,-,0.01,0.01,-,-,0.01,0.01
501,ศรีจันทร์,ขอนแก่น,ต้นเภสัช,"3,000,000.00","2,980,758.92","3,065,080.87","2,985,342.41","3,218,367.02","3,071,951.21","3,957,261.36","3,982,473.36","3,300,665.93","-438,427.14","-168,526.09","45,635.64","382,661.12",-14.7,-5.57,1.51,12.34,-15.89,-6.86,1.91,14.67,-14.27,-4.26,1.15,11.59,6.68,4.37,5.2,7.49,2.79,3.96,3.98,3.3,1.03,1.31,1.32,1.06,0.15,0.23,0.19,0.13,0.17,0.29,0.24,0.15
502,ศรีจันทร์,ขอนแก่น,ทรงงามการช่าง,"300,000.00","2,977,158.05","3,827,913.75","3,719,821.69","3,067,421.55","3,179,527.65","4,798,954.91","3,298,927.57","2,550,365.89","-246,739.81","635,423.70","-53,386.19","-427,587.01",-8.02,18.68,-1.41,-12.6,-8.21,19.85,-1.53,-13.15,-7.76,13.24,-1.62,-16.77,31.48,12.34,14.54,100.22,1.4,1.88,1.06,0.89,1.03,1.41,0.87,0.75,0.03,0.08,0.07,0.01,0.03,0.09,0.07,0.01
503,ศรีจันทร์,ขอนแก่น,ท็อปคาร์เร้นท์แอนด์คาร์เซอร์วิส,"1,000,000.00","26,999,441.63","27,604,445.40","28,266,961.03","27,970,944.36","14,540,994.59","12,146,906.51","10,749,079.62","7,541,749.46","2,223,258.73","1,659,509.93","1,795,135.22","845,064.32",8.31,6.08,6.43,3.01,10.1,6.93,6.99,3.13,15.29,13.66,16.7,11.21,10.38,11.12,15.58,44.43,10.39,19.39,21.38,16.06,0.54,0.44,0.38,0.27,0.14,0.1,0.06,0.02,0.17,0.11,0.06,0.02
504,ศรีจันทร์,ขอนแก่น,ทัพเพอร์แวร์,"15,000,000.00",,"13,096,961.00","12,981,962.00","12,860,548.00",,-,"3,061.00",-,,"-5,170,880.00","-2,491,877.00","-359,913.00",,-39.48,-19.11,-2.79,,-65.63,-37.57,-6.91,,-,"-81,407.29",-,,2.51,1.71,1.64,,-,-,-,,-,-,-,,0.4,0.58,0.61,,0.66,1.41,1.56
505,ศรีจันทร์,ขอนแก่น,ไทยวารีบุ๊คเซ็นเตอร์,"2,000,000.00","1,857,276.18","1,879,817.91","1,903,451.29","1,897,958.00","30,000.00","30,000.00","30,000.00",-,"21,177.16","22,541.73","23,633.38","-5,493.29",1.15,1.21,1.25,-0.29,1.15,1.21,1.25,-0.29,70.59,75.14,78.78,-,164.99,178.99,192.99,191.99,0.5,1,1,-,0.02,0.02,0.02,-,-,-,-,-,-,-,-,-
506,ศรีจันทร์,ขอนแก่น,ไท้อันเวชภัณฑ์,"1,000,000.00","2,127,263.28","2,581,479.22","2,741,380.90","3,398,055.68","7,295,100.33","6,054,138.07","6,207,542.91","5,905,930.41","354,556.15","342,940.78","343,590.06","266,176.81",17.36,14.57,12.91,8.67,25.74,19.87,16.6,11.21,4.86,5.66,5.54,4.51,3.72,3.78,5.48,3.82,"1,165.94",484.92,421.87,778.92,3.57,2.57,2.33,1.92,0.27,0.26,0.18,0.26,0.37,0.36,0.22,0.36
507,ศรีจันทร์,ขอนแก่น,ธิติวิทยา (2001),"1,000,000.00","19,092,187.92","19,994,998.49","20,016,010.99","20,786,447.16","25,364,479.84","27,331,870.73","25,385,363.10","27,365,026.60","-157,674.00","1,912,896.72","323,957.13","559,145.18",-0.84,9.79,1.62,2.74,-0.92,10.64,1.72,3.03,-0.62,7,1.28,2.04,9.39,18.35,14.56,7.32,1.83,1.97,1.89,2.17,1.35,1.4,1.27,1.34,0.11,0.05,0.06,0.13,0.12,0.06,0.07,0.15
508,ศรีจันทร์,ขอนแก่น,นริศเอ็นเตอร์ไพรส์ จำกัด,"30,000,000.00","731,570.36","744,916.91","730,037.01","718,045.66","113,348.96","67,804.72",230.1,108.65,"4,209.88","52,693.37","-11,879.90","-11,991.35",0.31,7.14,-1.61,-1.66,0.97,11.4,-2.46,-2.55,3.71,77.71,"-5,162.93","-11,036.68",44.94,49.66,60.84,59.84,-,-,-,-,0.08,0.09,-,-,0.4,0.34,0.35,0.35,0.68,0.52,0.53,0.54
509,ศรีจันทร์,ขอนแก่น,บริษัทขอนแก่นโฮมอินทีเรีย จำกัด,"5,000,000.00","31,244,634.68","52,784,642.98","62,173,196.57","61,369,503.76","25,143,763.33","47,211,794.71","41,733,426.77","25,772,959.70","-1,017,168.77","1,800,653.13","1,580,091.80","-7,158,593.46",-3.58,4.29,2.75,-11.59,-6.59,11.37,9.02,-48.58,-4.05,3.81,3.79,-27.78,1.25,0.5,0.71,0.88,2.15,4.88,4.04,1.62,0.88,1.12,0.73,0.42,0.52,0.68,0.71,0.82,1.09,2.15,2.39,4.5
510,ศรีจันทร์,ขอนแก่น,บริษัทไทยวารีบุ๊คเซ็นเตอร์ จำกัด,"2,000,000.00","1,857,276.18","1,879,817.91","1,903,451.29","1,897,958.00","30,000.00","30,000.00","30,000.00",-,"21,177.16","22,541.73","23,633.38","-5,493.29",1.15,1.21,1.25,-0.29,1.15,1.21,1.25,-0.29,70.59,75.14,78.78,-,164.99,178.99,192.99,191.99,0.5,1,1,-,0.02,0.02,0.02,-,-,-,-,-,-,-,-,-
511,ศรีจันทร์,ขอนแก่น,บริษัทนริศเอ็นเตอร์ไพรส์ จำกัด,"30,000,000.00","731,570.36","744,916.91","730,037.01","718,045.66","113,348.96","67,804.72",230.1,108.65,"4,209.88","52,693.37","-11,879.90","-11,991.35",0.31,7.14,-1.61,-1.66,0.97,11.4,-2.46,-2.55,3.71,77.71,"-5,162.93","-11,036.68",44.94,49.66,60.84,59.84,-,-,-,-,0.08,0.09,-,-,0.4,0.34,0.35,0.35,0.68,0.52,0.53,0.54
512,ศรีจันทร์,ขอนแก่น,บริษัทบี.วี. การบัญชีและภาษีอากร (ขอนแก่น) จำกัด,"1,500,000.00","13,023,782.09","12,515,024.89","14,087,051.77","11,300,728.90","5,956,836.88","5,814,771.16","5,237,095.63","8,047,893.12","985,904.26","481,467.81","-868,543.40","739,362.80",7.89,3.77,-6.53,5.82,13.03,5.8,-11.15,9.98,16.55,8.28,-16.58,9.19,2.05,2.15,1.55,6.23,2.48,2.01,1.62,2.3,0.48,0.46,0.39,0.63,0.38,0.32,0.5,0.31,0.62,0.47,1,0.45
513,ศรีจันทร์,ขอนแก่น,บริษัทพี.เค 88 จำกัด,"2,000,000.00","4,737,602.52","4,747,873.14","4,593,362.34","4,403,707.72","4,555,027.85","2,280,976.85","708,913.00","713,887.78","441,312.81","225,600.27","-177,954.78","-200,612.59",10.22,4.76,-3.81,-4.46,10.82,5.11,-4.01,-4.72,9.69,9.89,-25.1,-28.1,2.59,21.23,3.21,2.73,18.84,6.98,3.33,6.55,1.06,0.48,0.15,0.16,0.09,0.05,0.05,0.06,0.1,0.05,0.06,0.06
514,ศรีจันทร์,ขอนแก่น,บริษัทยูเนียนลิ่สซิ่ง (1999) จำกัด,"5,000,000.00","2,991,703.47","7,982,314.74","6,444,730.62","6,423,709.76","2,857,451.89","3,652,709.85","4,086,292.10","1,020,465.21","-601,991.89","-337,167.50","97,381.24","170,673.55",-19.38,-6.14,1.35,2.65,-38.03,-30.29,9.8,15.14,-21.07,-9.23,2.38,16.73,1.71,0.99,1.04,1.12,1.05,1.25,1.07,0.32,0.92,0.67,0.57,0.16,0.57,0.88,0.84,0.81,1.33,7.45,5.18,4.3
515,ศรีจันทร์,ขอนแก่น,บริษัทวีพีเอสเคมีคอล จำกัด,"1,000,000.00","4,059,761.75","3,827,536.84","3,426,006.21","3,390,293.64","2,540,431.49","2,320,732.05","1,627,596.25","1,450,520.93","13,034.08","9,317.08","47,380.89","149,437.83",0.33,0.24,1.31,4.38,-0.77,-0.55,-2.86,-9.6,0.51,0.4,2.91,10.3,0.67,0.68,0.67,0.69,0.95,0.87,0.61,0.54,0.64,0.59,0.45,0.43,1.42,1.44,1.48,1.44,-3.4,-3.28,-3.1,-3.29
516,ศรีจันทร์,ขอนแก่น,บริษัทฮิวเลตต์-แพคการ์ด (ประเทศไทย) จำกัด,"797,133,400.00","3,137,107,879.00","3,249,518,277.00","3,136,381,375.00","2,988,467,071.00","5,042,928,435.00","5,033,682,720.00","4,347,847,026.00","4,549,302,010.00","140,315,579.00","-26,964,927.00","81,901,626.00","92,286,445.00",4.5,-0.84,2.57,3.01,11.8,-2.16,6.43,7.72,2.78,-0.54,1.88,2.03,2.87,2.74,3.2,2.71,-,-,19.94,17.09,1.62,1.58,1.36,1.49,0.6,0.62,0.58,0.64,1.49,1.64,1.39,1.77
517,ศรีจันทร์,ขอนแก่น,บอดี้โกลฟ,"256,659,032.00","607,434,709.82","590,318,894.56","1,081,611,961.87","1,013,030,299.09","716,224,611.91","587,497,491.35","419,877,031.61","352,747,865.80","-7,709,474.70","-42,028,787.54","-35,805,276.34","-17,367,617.33",-1.21,-7.02,-4.28,-1.66,-1.56,-9,-8.33,-4.29,-1.08,-7.15,-8.53,-4.92,4.41,2.99,2.72,3.97,24.38,22.61,17.7,14.18,1.12,0.98,0.5,0.34,0.2,0.24,0.62,0.61,0.24,0.32,1.61,1.56
518,ศรีจันทร์,ขอนแก่น,บอสสินี่,"5,997,928,025.00","152,859,537,382.00","129,089,857,703.00","154,940,545,049.00","161,604,850,507.00","5,112,767,000.00","7,666,574,576.00","4,656,174,806.00","6,076,174,051.00","2,123,436,608.00","3,846,156,373.00","1,549,719,562.00","4,702,035,945.00",1.93,2.73,1.09,2.97,5.82,7.87,2.67,6.97,41.53,50.17,33.28,77.38,0.09,0.16,1.32,0.77,3.83,4.83,1.45,1.32,0.05,0.05,0.03,0.04,0.68,0.62,0.57,0.58,2.15,1.62,1.32,1.38
519,ศรีจันทร์,ขอนแก่น,บาจา,"390,000,000.00","1,251,359,715.00","1,215,122,844.00","1,035,402,881.00","976,938,277.00","2,370,092,107.00","2,173,313,063.00","1,350,110,316.00","1,118,268,014.00","146,229,708.00","-9,583,712.00","-214,001,463.00","-66,011,039.00",11.8,-0.78,-19.02,-6.56,16.21,-0.99,-24.93,-9.19,6.17,-0.44,-15.85,-5.9,4.44,5.45,4.03,3.56,38.25,33.67,23.52,25.53,1.91,1.76,1.2,1.11,0.22,0.21,0.27,0.3,0.28,0.26,0.38,0.43
520,ศรีจันทร์,ขอนแก่น,บ้านเภสัชกร,"1,000,000.00","1,353,812.19","1,781,444.75","2,199,907.95","2,635,161.57","1,338,012.16","1,765,792.02","1,711,130.03","1,913,873.93","344,807.07","362,230.79","357,588.57","354,880.72",29.31,23.11,17.96,14.68,29.53,23.81,19.01,15.86,25.77,20.51,20.9,18.54,98.42,22.18,15.57,11.9,223,588.6,-,-,1.14,1.13,0.86,0.79,0.01,0.04,0.06,0.08,0.01,0.05,0.07,0.09
521,ศรีจันทร์,ขอนแก่น,บี.วี. การบัญชีและภาษีอากร (ขอนแก่น) จำกัด,"1,500,000.00","13,023,782.09","12,515,024.89","14,087,051.77","11,300,728.90","5,956,836.88","5,814,771.16","5,237,095.63","8,047,893.12","985,904.26","481,467.81","-868,543.40","739,362.80",7.89,3.77,-6.53,5.82,13.03,5.8,-11.15,9.98,16.55,8.28,-16.58,9.19,2.05,2.15,1.55,6.23,2.48,2.01,1.62,2.3,0.48,0.46,0.39,0.63,0.38,0.32,0.5,0.31,0.62,0.47,1,0.45
522,ศรีจันทร์,ขอนแก่น,บีอาร์ฟาร์มาซี,"360,000.00","7,416,878.61","7,796,689.61","8,115,868.22","8,450,932.41","2,026,522.42","1,955,227.56","1,809,166.40","1,877,591.59","379,745.13","378,639.41","340,952.98","349,764.72",5.27,4.98,4.29,4.22,5.39,5.11,4.39,4.31,18.74,19.37,18.85,18.63,8.84,9.12,9.23,10.91,-,-,-,-,0.28,0.26,0.23,0.23,0.02,0.03,0.02,0.02,0.03,0.03,0.02,0.02
523,ศรีจันทร์,ขอนแก่น,ป. กิตติพันธุ์,"1,000,000.00","11,082,948.56","7,796,759.93","11,548,163.22","8,539,443.39","6,410,961.25","9,646,597.06","8,764,915.53","5,970,838.00","433,298.22","380,449.18","318,517.63","56,342.47",4.14,4.03,3.29,0.56,7.41,6.08,4.82,0.83,6.76,3.94,3.63,0.94,0.61,0.96,0.32,0.61,47.75,64.21,87.12,80.78,0.61,1.02,0.91,0.59,0.45,0.17,0.41,0.2,0.83,0.21,0.71,0.25
524,ศรีจันทร์,ขอนแก่น,ป. โปรฟิทส์ จำกัด,"1,000,000.00","425,161.38","838,765.81","208,773.04","1,890,519.56","7,454,168.02","6,205,759.86","4,163,732.18","3,718,532.65","-1,776,655.08","-421,890.67","-415,264.03","-298,565.14",-102.49,-66.76,-79.28,-28.44,-217.08,150.22,59.37,28.26,-23.83,-6.8,-9.97,-8.03,0.49,14.08,3.38,55.29,40.95,-,-,94.03,4.3,9.82,7.95,3.54,1.16,1.59,5.34,1.64,-7.08,-2.71,-1.23,-2.57
525,ศรีจันทร์,ขอนแก่น,ประจักษ์การแว่น,"1,000,000.00","2,152,773.92","4,837,823.00","4,446,688.89","3,798,463.80","2,943,289.49","5,902,555.66","5,284,369.16","3,655,397.65","411,384.48","505,923.27","263,960.75","418,949.70",19.11,14.47,5.69,10.16,29.15,30.4,12.88,17.52,13.98,8.57,5,11.46,2.5,2.55,2.93,3.39,420.47,84.91,54.29,43.99,1.37,1.69,1.14,0.89,0.34,0.6,0.51,0.32,0.53,1.52,1.04,0.46
526,ศรีจันทร์,ขอนแก่น,โปโมโดโร,"200,000,000.00","115,351,849.41","98,540,218.24","64,671,537.85","54,032,722.05","202,088,449.84","191,670,884.30","121,526,910.50","75,184,466.28","-18,059,433.39","-20,572,765.06","-11,343,929.08","-12,652,908.60",-13.64,-19.24,-13.9,-21.32,89.48,52.08,20.46,18.76,-8.94,-10.73,-9.33,-16.83,1.28,1.17,1.28,1.25,22.31,17.28,11.14,9.11,1.53,1.79,1.49,1.27,1.25,1.51,1.95,2.37,-4.95,-2.98,-2.06,-1.73
527,ศรีจันทร์,ขอนแก่น,พี.เค 88,"2,000,000.00","4,737,602.52","4,747,873.14","4,593,362.34","4,403,707.72","4,555,027.85","2,280,976.85","708,913.00","713,887.78","441,312.81","225,600.27","-177,954.78","-200,612.59",10.22,4.76,-3.81,-4.46,10.82,5.11,-4.01,-4.72,9.69,9.89,-25.1,-28.1,2.59,21.23,3.21,2.73,18.84,6.98,3.33,6.55,1.06,0.48,0.15,0.16,0.09,0.05,0.05,0.06,0.1,0.05,0.06,0.06
528,ศรีจันทร์,ขอนแก่น,เพาเวอร์บาย,"560,000,000.00","11,969,305,340.00","16,127,787,904.00","15,530,049,407.00","15,862,345,583.00","19,621,606,976.00","19,731,625,620.00","17,268,402,238.00","16,996,135,660.00","323,917,993.00","413,494,692.00","-210,297,617.00","-212,288,233.00",2.89,2.94,-1.33,-1.35,13.59,25.66,-35.58,-55.89,1.65,2.1,-1.22,-1.25,1,0.58,0.48,0.47,16.23,12.85,11.14,11.53,1.75,1.4,1.09,1.08,0.79,0.96,0.97,0.98,3.74,22.16,30.96,56.96
529,ศรีจันทร์,ขอนแก่น,ฟาร์มาคอน (ท่งจี่ตี้ง),"5,000,000.00","8,660,140.65","10,732,380.65","14,618,957.92","16,936,438.09","14,283,236.23","14,949,154.69","17,045,270.98","19,007,655.44","476,920.66","477,639.28","492,594.92","514,159.86",5.35,4.93,3.89,3.26,8.44,7.79,7.45,7.22,3.34,3.2,2.89,2.7,2.98,2.39,1.85,1.76,"1,685.96",197.66,111.03,82.16,1.6,1.54,1.34,1.2,0.32,0.41,0.53,0.56,0.47,0.69,1.13,1.3
530,ศรีจันทร์,ขอนแก่น,โฟโต้ไลฟ,"5,000,000.00","1,428,466.14","1,557,739.93","1,405,670.91","1,403,115.21","1,161,840.53","1,211,403.66","954,617.06","767,689.43","3,242.94","64,639.27","-144,929.84","37,675.64",0.22,4.33,-9.78,2.68,0.34,6.46,-15.09,4.16,0.28,5.34,-15.18,4.91,3.1,2.97,2.71,2.94,-,-,-,-,0.79,0.81,0.64,0.55,0.32,0.34,0.37,0.34,0.48,0.51,0.58,0.52
531,ศรีจันทร์,ขอนแก่น,เภสัชกรประสิทธิ์ (ท่งจี่ตึ๊ง),"5,000,000.00","6,046,897.09","8,314,119.67","8,015,180.82","10,080,137.68","14,284,444.08","14,908,648.56","15,236,763.62","15,844,284.66","487,265.46","472,916.72","488,963.89","526,347.42",8.27,6.59,5.99,5.82,8.61,7.71,7.39,7.39,3.41,3.17,3.21,3.32,38.76,4.15,6.78,3.71,933.52,387.95,332.92,153.43,2.43,2.08,1.87,1.75,0.02,0.23,0.14,0.27,0.02,0.3,0.17,0.36
532,ศรีจันทร์,ขอนแก่น,มาราธอนมอเตอร์,"1,000,000.00","1,314,123.05","1,483,564.31","1,684,656.31","1,748,080.82","791,521.00","515,250.00","481,498.00","259,400.00","279,657.85","171,241.26","201,092.00","63,604.51",23.81,12.24,12.69,3.71,24.09,12.35,12.79,3.73,35.33,33.23,41.76,24.52,59.89,86.58,106.82,117.13,-,-,0.4,0.22,0.67,0.37,0.3,0.15,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
533,ศรีจันทร์,ขอนแก่น,ยงชัยพาณิชย์,"4,800,000.00","43,163,024.26","41,906,464.31","36,825,066.88","36,871,316.39","194,786,040.57","178,101,797.43","182,459,221.91","195,194,336.80","1,076,294.26","149,939.60","602,423.29","696,073.73",2.48,0.35,1.53,1.89,3.34,0.46,1.82,2.06,0.55,0.08,0.33,0.36,3.72,4.24,10.16,12.89,12.72,13.69,16,13.48,4.5,4.19,4.64,5.3,0.24,0.22,0.09,0.07,0.32,0.27,0.1,0.08
534,ศรีจันทร์,ขอนแก่น,ยู-บาร์,"1,000,000.00","11,982,298.36","12,452,220.16","11,877,745.09","12,007,015.40","6,616,896.33","6,101,276.83","3,443,271.08","2,283,666.46","896,961.64","430,529.08","-629,369.03","249,855.57",7.78,3.52,-5.17,2.09,7.85,3.56,-5.25,2.12,13.56,7.06,-18.28,10.94,12.23,12.89,7.97,16.6,7.74,7.04,3.98,2.63,0.57,0.5,0.28,0.19,0.01,0.01,0.02,0.01,0.01,0.01,0.02,0.01
535,ศรีจันทร์,ขอนแก่น,ยูเนียนลิ่สซิ่ง (1999),"5,000,000.00","2,991,703.47","7,982,314.74","6,444,730.62","6,423,709.76","2,857,451.89","3,652,709.85","4,086,292.10","1,020,465.21","-601,991.89","-337,167.50","97,381.24","170,673.55",-19.38,-6.14,1.35,2.65,-38.03,-30.29,9.8,15.14,-21.07,-9.23,2.38,16.73,1.71,0.99,1.04,1.12,1.05,1.25,1.07,0.32,0.92,0.67,0.57,0.16,0.57,0.88,0.84,0.81,1.33,7.45,5.18,4.3
536,ศรีจันทร์,ขอนแก่น,ราชเทวีคลินิก,"50,000,000.00","162,890,533.00","145,788,125.00","178,461,726.00","141,519,893.00","361,857,333.00","350,053,992.00","282,701,001.00","231,541,438.00","6,693,807.00","892,030.00","4,091,773.00","-19,412,787.00",3.85,0.58,2.52,-12.13,5.57,0.87,4.23,-21.78,1.85,0.25,1.45,-8.38,1.71,1.49,1.92,1.52,18.51,20.23,13.91,11.48,2.08,2.27,1.74,1.45,0.33,0.35,0.45,0.44,0.49,0.54,0.81,0.78
537,ศรีจันทร์,ขอนแก่น,โรงพิมพ์รัตน,"1,000,000.00","3,774,222.92","3,906,501.66","3,360,274.83","3,842,578.58","6,929,996.39","5,211,650.10","4,284,756.91","4,178,177.01","702,703.89","487,250.18","409,006.94","401,750.76",25.52,12.69,11.26,11.16,38.88,20.28,14.35,12.34,10.14,9.35,9.55,9.62,2.06,2.84,10.34,9.76,17.55,9.83,10.23,14.97,2.52,1.36,1.18,1.16,0.43,0.32,0.09,0.1,0.75,0.48,0.1,0.11
538,ศรีจันทร์,ขอนแก่น,โรงแรมกราเซียร์,"5,000,000.00","50,950,753.60","47,235,379.57","43,948,955.22","41,208,948.31","22,744,431.39","19,383,356.41","13,686,213.08","10,518,435.80","242,694.33","186,770.45","-2,383,246.85","-2,712,502.98",0.46,0.38,-5.23,-6.37,-1.97,-1.54,18.04,17.21,1.07,0.96,-17.41,-25.79,0.03,4.88,3.23,7.21,-,-,-,-,0.43,0.39,0.3,0.25,1.24,1.25,1.33,1.42,-5.17,-4.93,-4.05,-3.41
539,ศรีจันทร์,ขอนแก่น,โรงแรมแก่นนคร,"2,000,000.00","1,845,666.42","2,158,164.56","2,435,297.64","2,696,844.90","4,524,491.86","4,711,415.90","3,021,214.01","1,944,912.14","351,476.13","301,402.14","300,244.90","267,884.56",21.05,15.06,13.07,10.44,21.53,15.39,13.29,10.53,7.77,6.4,9.94,13.77,30.52,30.46,72.34,116.09,-,-,"5,836.63","7,514.68",2.71,2.35,1.32,0.76,0.02,0.02,0.01,0.01,0.02,0.02,0.01,0.01
540,ศรีจันทร์,ขอนแก่น,โรงแรมโฆษะ,"40,000,000.00","262,415,863.00","246,343,761.00","212,468,958.00","723,773,734.00","129,699,953.00","118,714,787.00","61,752,379.00","36,281,459.00","-459,477.00","3,810,752.00","-3,741,271.00","-11,616,939.00",-0.17,1.5,-1.63,-2.48,0.6,-5.07,4.98,-7.01,-0.35,3.21,-6.06,-32.02,1,0.96,1.04,0.97,1.87,1.78,0.93,0.55,0.47,0.47,0.27,0.08,1.29,1.3,1.36,0.44,-4.4,-4.36,-3.76,0.77
541,ศรีจันทร์,ขอนแก่น,โรงแรมชัยพัช,"900,000.00","11,083,598.10","11,833,387.62","12,306,332.57","10,630,926.78","6,675,063.43","7,397,485.48","5,729,144.80","2,359,478.52","713,295.94","750,702.78","513,400.31","-1,624,826.69",6.66,6.55,4.25,-14.17,6.76,6.65,4.31,-14.31,10.69,10.15,8.96,-68.86,59.96,63.65,85.5,117.6,111.83,240.32,106.1,46.26,0.62,0.65,0.47,0.21,0.02,0.01,0.01,0.01,0.02,0.01,0.01,0.01
542,ศรีจันทร์,ขอนแก่น,โรงแรมภูอินน์,"15,000,000.00","8,671,043.92","8,962,797.28","8,783,994.33","8,600,531.20","2,143,376.59","1,923,436.83","894,140.14","1,307,532.83","143,895.83","118,428.00","62,004.09","50,347.98",1.67,1.34,0.7,0.58,1.99,1.61,0.83,0.67,6.71,6.16,6.93,3.85,0.34,0.02,0.02,0.02,-,-,-,-,0.25,0.22,0.1,0.15,0.16,0.17,0.15,0.12,0.19,0.21,0.17,0.14
543,ศรีจันทร์,ขอนแก่น,ลีมาร์ท,"5,000,000.00","20,661,606.44","20,447,105.96","20,665,185.61","20,720,550.76","640,676.96","368,127.51","686,121.42","533,023.94","-223,001.50","-205,262.51","218,727.94","55,806.07",-1.07,-1,1.06,0.27,-1.08,-1,1.06,0.27,-34.81,-55.76,31.88,10.47,720.58,"1,057.75","1,106.82","1,088.31",-,-,-,-,0.03,0.02,0.03,0.03,-,-,-,-,-,-,-,-
544,ศรีจันทร์,ขอนแก่น,วัฒนาออฟฟิศเมท,"1,000,000.00","8,510,430.10","7,605,988.38","8,396,366.84","8,842,553.52","8,119,058.40","7,098,886.98","6,080,902.10","7,226,595.77","422,999.09","200,493.05","442,786.83","370,707.47",5.45,2.49,5.53,4.3,6.27,2.84,6,4.76,5.21,2.82,7.28,5.13,5.48,17.05,10.58,10.17,7.98,9.72,10.67,9.74,1.05,0.88,0.76,0.84,0.18,0.06,0.09,0.1,0.22,0.06,0.1,0.11
545,ศรีจันทร์,ขอนแก่น,วีพีเอสเคมีคอล,"1,000,000.00","4,059,761.75","3,827,536.84","3,426,006.21","3,390,293.64","2,540,431.49","2,320,732.05","1,627,596.25","1,450,520.93","13,034.08","9,317.08","47,380.89","149,437.83",0.33,0.24,1.31,4.38,-0.77,-0.55,-2.86,-9.6,0.51,0.4,2.91,10.3,0.67,0.68,0.67,0.69,0.95,0.87,0.61,0.54,0.64,0.59,0.45,0.43,1.42,1.44,1.48,1.44,-3.4,-3.28,-3.1,-3.29
546,ศรีจันทร์,ขอนแก่น,ศิริวัฒน์อพาร์ทเมนท์,"500,000.00","4,574,008.90","4,905,496.27","3,525,173.90","3,641,625.93","652,053.68","876,555.72","666,095.22","782,990.45","76,367.46","321,538.56","117,134.44","117,973.03",1.68,6.78,2.78,3.29,1.71,6.88,2.83,3.36,11.71,36.68,17.59,15.07,72.89,67.79,46.49,48.95,62.77,87.28,40.19,28.64,0.14,0.18,0.16,0.22,0.01,0.01,0.02,0.02,0.01,0.01,0.02,0.02
